"income","height","weight","age","marital","sex","education","afqt"
10370,64,160,51,"married","female",15,69.693
28000,64,183,53,"married","female",14,57.477
0,72,195,51,"divorced","male",14,48.968
2000,71,200,50,"married","female",12,48.184
100000,69,185,48,"married","male",12,23.45
174000,66,118,50,"widowed","female",20,89.381
56000,65,180,55,"married","female",16,98.645
0,74,290,50,"divorced","male",12,24.065
63000,62,114,53,"divorced","female",12,65.262
30113,68,193,54,"married","female",12,46.56
9500,64,109,53,"married","female",9,28.392
400,68,190,54,"divorced","female",12,10.923
0,67,216,54,"divorced","female",12,63.137
37000,64,158,52,"separated","female",13,38.717
68000,68,280,53,"single","female",16,89.72
3500,64,175,55,"married","female",14,77.314
0,65,168,50,"married","female",15,49.647
0,68,180,51,"divorced","female",10,56.945
38800,70,170,48,"married","male",16,86.307
0,60,113,48,"married","female",12,78.06
0,71,170,51,"divorced","male",12,15.468
6000,65,200,50,"single","female",15,47.968
4000,68,165,55,"single","male",12,17.763
37280,63,140,52,"married","female",16,60.402
60000,66,155,53,"married","male",13,74.891
10000,59,105,51,"married","female",12,60.518
55000,54,128,50,"married","female",19,80.74
20000,70,180,51,"married","male",12,50.547
59000,71,230,53,"divorced","male",11,81.861
0,69,190,50,"married","male",12,2.644
0,77,250,54,"divorced","male",14,51.374
3000,72,195,50,"separated","male",14,72.306
0,67,160,53,"married","female",14,53.96
343830,74,250,49,"married","male",14,58.127
100,68,180,51,"widowed","female",13,36.433
60000,71,175,54,"married","male",12,NA
38000,65,145,50,"divorced","male",12,55.622
111000,71,175,50,"married","female",12,80.536
0,69,230,49,"married","female",12,82.579
52000,74,185,48,"married","male",16,98.687
69000,70,190,52,"married","male",12,30.097
21600,71,285,51,"married","male",18,73.682
15000,68,173,48,"divorced","female",20,52.354
103000,72,190,54,"married","male",20,83.498
65000,70,210,51,"married","male",13,84.442
30160,70,140,51,"married","male",13,70.507
13000,63,130,49,"divorced","female",12,53.747
6000,65,185,48,"married","female",12,61.711
95000,70,225,51,"separated","male",14,67.194
0,70,150,52,"married","male",11,5.665
48000,73,205,48,"married","male",12,37.165
76000,72,230,48,"married","male",19,91.441
27000,69,180,54,"married","male",12,42.843
40000,69,170,52,"divorced","male",13,60.646
54000,68,150,54,"single","female",16,53.09
21000,63,250,50,"married","female",12,48.596
34000,66,200,52,"married","female",14,75.345
20000,69,200,51,"single","male",12,24.074
56000,69,186,49,"single","female",14,52.58
32000,64,178,51,"divorced","female",13,56.535
88767,65,143,49,"married","male",16,72.335
0,66,150,55,"married","female",12,32.51
30000,62,132,55,"married","female",15,62.924
33000,71,212,49,"married","male",12,8.159
0,65,125,54,"divorced","male",10,NA
0,75,300,54,"single","male",14,61.539
18000,61,125,52,"divorced","female",14,75.701
15000,68,210,49,"separated","female",12,26.294
20000,66,NA,54,"divorced","female",16,72.412
0,65,149,50,"married","female",16,63.69
38000,71,240,50,"married","male",12,10.577
0,59,110,49,"divorced","female",9,14.977
34178,67,146,48,"divorced","male",11,62.905
0,69,260,53,"married","male",12,51.051
64000,67,150,50,"divorced","female",12,33.664
100000,69,170,49,"married","male",14,33.695
50000,68,180,55,"married","male",12,8.837
140000,70,250,49,"separated","male",14,46.218
20000,65,185,55,"married","female",12,NA
104000,65,150,51,"married","female",12,31.975
115000,72,250,54,"married","male",16,83.809
50000,67,180,55,"married","male",12,45.579
78000,67,140,53,"married","female",16,50.133
41000,70,210,51,"married","male",13,31.929
0,71,250,51,"married","male",12,10.28
0,65,186,50,"married","female",12,13.348
0,66,107,50,"married","female",12,50.171
0,73,210,48,"divorced","male",13,13.793
32000,69,240,48,"married","male",10,21.71
0,70,163,54,"divorced","female",12,11.864
9605,65,150,48,"divorced","female",18,NA
50000,72,275,53,"single","male",12,47.722
79000,72,265,52,"married","male",16,46.534
343830,71,200,50,"married","male",20,70.64
30000,66,160,48,"married","female",12,46.743
0,67,290,51,"married","female",12,55.115
80000,72,215,54,"married","male",12,38.094
0,72,200,50,"divorced","male",13,56.267
0,76,240,48,"married","male",16,88.662
56000,74,265,52,"married","male",12,15.176
24000,74,250,50,"divorced","male",12,38.32
80000,69,185,48,"single","female",14,35.57
0,72,190,48,"married","male",12,48.244
38910,64,175,52,"married","female",13,12.777
98000,67,250,50,"divorced","female",9,30.913
33000,68,195,54,"single","male",12,21.706
35000,60,135,49,"married","female",12,34.971
13000,64,230,53,"widowed","female",12,27.434
0,69,224,51,"single","male",11,23.608
40000,63,175,51,"married","female",12,38.424
0,63,168,52,"single","female",12,45.691
31000,70,205,55,"married","male",12,67.67
60000,62,160,55,"married","female",16,4.008
56000,63,220,54,"widowed","female",12,0.921
150000,70,205,49,"married","male",14,55.998
52450,76,215,53,"married","male",12,12.39
28800,66,200,55,"divorced","female",12,75.256
0,74,208,49,"divorced","male",11,19.642
0,60,142,50,"married","female",12,36.698
0,68,200,50,"married","female",12,28.603
25000,72,220,52,"divorced","male",14,42.704
0,66,209,53,"married","female",12,35.112
25000,61,140,50,"married","female",12,27.089
12000,64,165,50,"single","female",10,17.534
2000,74,285,48,"married","male",12,27.724
35000,74,260,53,"divorced","male",9,9.857
29000,65,170,49,"married","female",12,20.101
30000,70,200,51,"married","male",12,14.764
20000,67,150,51,"married","male",12,46.376
25000,64,143,52,"widowed","female",12,1.033
0,67,195,50,"married","female",12,32.231
16500,64,205,54,"married","female",17,79.838
43000,67,NA,55,"married","female",12,22.097
23000,61,160,53,"married","female",16,88.294
0,64,230,52,"married","female",13,44.807
79900,67,210,50,"married","male",12,15.276
35000,67,195,51,"widowed","female",15,56.368
0,67,220,48,"married","female",13,19.493
2160,67,125,54,"married","female",12,27.953
75000,69,150,54,"divorced","female",18,57.94
24000,66,225,53,"divorced","male",12,74.661
0,75,250,50,"married","male",12,15.08
0,66,206,48,"married","female",14,45.904
58000,65,140,53,"married","female",17,78.135
37500,60,123,49,"married","female",13,86.332
0,59,130,50,"married","female",12,33.128
36000,70,210,48,"married","male",12,31.939
33000,72,180,52,"married","male",12,22.362
13325,64,193,50,"married","female",12,4.171
19871,64,205,55,"divorced","female",12,NA
85000,66,185,49,"divorced","female",17,84.207
36000,69,300,48,"married","male",12,48.498
0,64,120,49,"married","female",14,53.171
7000,64,129,52,"divorced","female",16,52.155
56000,76,230,51,"married","male",12,85.107
14000,64,165,48,"married","female",12,76.53
22000,72,190,50,"married","male",12,75.732
0,66,156,55,"married","male",12,34.225
0,69,182,49,"married","male",11,NA
35000,66,155,55,"divorced","female",20,88.694
50000,65,160,52,"divorced","female",16,88.59
22000,65,177,52,"married","female",12,60.895
0,62,130,52,"married","female",12,39.649
49000,66,253,50,"married","male",13,20.657
23000,64,175,48,"married","female",14,64.846
22000,66,115,51,"single","female",12,NA
45000,63,135,53,"married","female",15,83.449
15000,66,260,54,"widowed","female",15,54.144
53000,72,220,52,"divorced","male",16,59.959
39000,68,230,50,"married","male",12,36.242
15000,67,148,53,"divorced","male",12,42.661
0,62,110,53,"married","female",13,65.819
8000,63,180,53,"divorced","female",14,20.057
90000,69,185,51,"married","female",16,91.407
150000,71,185,49,"married","male",16,71.119
72000,71,250,51,"married","male",16,54.256
32000,73,241,49,"married","male",16,47.881
105000,73,300,50,"married","male",14,47.259
125000,74,190,48,"divorced","male",16,71.464
4839,62,105,54,"married","female",13,55.017
35000,74,210,51,"divorced","male",14,12.563
63500,65,130,49,"divorced","female",20,84.304
95000,74,175,52,"married","male",16,63.248
14000,66,150,49,"separated","female",13,62.412
44000,67,188,50,"married","male",14,69.093
36000,66,145,48,"single","male",12,26.187
93000,75,231,49,"divorced","male",14,81.396
22000,64,169,50,"married","female",13,55.327
8000,72,220,51,"separated","male",16,44.732
57000,70,185,51,"married","male",12,61.583
60000,72,190,50,"married","male",11,30.514
38000,68,150,50,"widowed","male",12,25.834
70000,68,185,48,"married","male",14,18.621
60000,69,159,51,"married","male",12,89.755
56000,76,250,52,"married","male",16,84.609
0,72,145,51,"married","female",13,57.969
28000,67,240,48,"married","female",12,26.595
12000,69,160,53,"married","female",16,87.078
34000,66,135,51,"married","female",16,90.958
52000,66,160,48,"married","female",16,76.589
0,70,161,52,"single","male",12,5.863
10000,63,170,49,"single","female",12,83.858
53000,70,255,52,"married","male",14,85.856
42000,71,260,51,"married","male",12,29.795
83000,67,195,48,"married","female",16,97.117
40000,74,195,51,"married","male",12,64.799
100000,75,215,51,"married","male",13,46.233
15000,67,174,51,"widowed","female",17,68.918
35000,68,158,49,"married","female",16,93.238
54000,65,144,55,"married","female",18,93.533
54000,72,200,55,"married","male",14,71.096
72000,71,211,49,"married","male",14,72.595
69200,63,253,49,"married","female",17,82.352
75000,74,175,50,"married","male",18,71.79
38000,77,190,48,"married","male",17,63.289
80000,78,300,51,"married","male",12,55.256
35000,66,160,54,"married","female",16,71.14
343830,73,230,49,"married","male",16,82.62
40000,74,285,50,"married","male",12,59.726
75000,71,200,52,"married","male",12,87.434
50000,72,220,54,"married","male",12,11.551
36000,67,164,49,"divorced","female",13,56.704
0,64,235,50,"married","male",12,65.766
35000,69,160,55,"married","female",16,48.5
28000,66,155,49,"single","male",9,18.973
40000,66,170,48,"divorced","female",14,44.815
2000,63,130,50,"married","female",10,37.97
0,71,200,50,"married","male",16,81.45
343830,76,250,48,"married","male",12,15.728
76000,73,285,52,"married","male",14,94.55
45000,71,200,54,"married","male",16,45.924
0,71,190,52,"married","male",16,97.935
343830,73,190,51,"married","male",14,79.36
70000,73,240,49,"divorced","male",16,50.639
151000,73,200,51,"married","male",16,87.22
153000,77,229,50,"married","male",16,91.807
16000,62,120,52,"married","female",12,80.022
56000,67,175,55,"married","female",13,67.479
0,66,190,49,"married","male",11,0.371
0,65,235,51,"married","female",12,88.162
52000,64,195,51,"married","female",14,69.959
58000,64,250,48,"single","female",12,88.839
42000,72,245,53,"married","male",16,75.195
0,73,250,52,"married","male",14,78.776
41000,67,280,51,"married","male",12,60.361
32000,62,250,49,"divorced","female",14,38.439
0,67,165,51,"married","female",16,94.203
165000,72,180,50,"married","male",16,95.516
120000,71,220,48,"married","male",12,91.857
15000,67,200,51,"married","male",14,31.355
40000,59,115,49,"divorced","female",15,29.679
20000,67,165,51,"married","male",12,1.049
0,75,250,49,"married","male",8,21.661
10000,65,135,49,"married","female",14,37.721
10600,68,235,53,"married","male",9,10.31
23000,68,270,50,"married","male",10,4.747
0,57,110,51,"divorced","female",6,3.663
0,65,190,48,"divorced","male",7,6.463
0,66,135,51,"married","female",12,19.937
65000,69,205,50,"married","male",12,24.754
20000,66,200,51,"separated","female",12,32.426
0,66,135,48,"married","female",12,38.743
0,68,134,51,"married","female",10,9.155
32000,69,175,48,"divorced","male",12,15.308
0,73,155,55,"divorced","male",10,14.214
0,71,NA,52,"married","female",14,NA
0,65,180,53,"single","female",12,NA
72370,68,180,48,"divorced","male",10,0.587
0,67,250,50,"divorced","female",12,5.364
0,62,178,49,"married","female",12,10.449
0,66,150,53,"single","female",12,2.223
34000,65,185,49,"married","female",12,16.486
6000,69,210,50,"separated","male",8,9.081
2400,64,135,48,"married","female",8,1.294
45000,66,170,51,"single","male",12,54.755
0,62,96,50,"divorced","female",14,81.374
35000,62,195,55,"married","female",12,55.194
85000,63,190,50,"married","female",19,60.055
10000,63,125,51,"married","female",12,67.899
0,62,377,55,"married","female",12,60.153
0,64,300,52,"divorced","female",12,2.638
65000,59,107,49,"married","female",17,94.342
38000,63,190,52,"divorced","female",12,3.123
58000,61,190,54,"married","female",15,23.321
38000,69,250,51,"single","male",12,25.56
43000,65,230,48,"divorced","female",16,23.139
0,65,250,53,"married","female",9,31.161
0,60,154,55,"married","female",11,11.841
343830,76,238,55,"married","male",18,97.069
46240,71,220,52,"married","male",12,32.743
0,72,225,50,"married","male",12,50.188
70000,75,210,53,"married","male",12,NA
26000,74,185,55,"married","male",11,7.374
21000,72,200,52,"married","male",12,45.243
75000,70,NA,54,"married","male",12,29.66
28000,71,210,49,"married","male",13,51.599
28000,69,150,50,"divorced","male",13,35.293
25554,66,145,51,"separated","female",12,16.864
0,73,200,49,"married","male",16,74.158
12000,66,280,53,"married","female",12,14.718
0,68,160,49,"married","female",10,14.626
35000,66,160,53,"married","female",12,21.049
15000,61,200,52,"married","female",12,4.53
0,63,200,51,"single","female",12,11.307
32000,64,197,52,"married","female",14,60.755
40000,66,175,49,"married","male",19,63.118
0,72,235,52,"married","male",16,99.484
25000,72,242,48,"single","male",12,46.876
23000,63,275,50,"single","female",16,64.05
0,76,272,50,"married","male",11,3.557
0,62,150,49,"divorced","male",8,4.096
0,68,155,51,"divorced","male",10,14.126
32000,72,217,52,"married","male",12,85.656
12000,68,150,50,"married","female",12,61.117
0,67,201,54,"divorced","female",12,25.036
23000,73,217,51,"divorced","male",9,10.313
0,66,130,54,"married","female",9,8.367
16000,64,130,52,"married","male",8,6.023
70000,64,148,53,"widowed","female",12,27.961
0,71,220,52,"separated","male",10,7.536
65000,67,225,55,"married","male",12,66.286
17000,67,195,56,"married","male",9,39.69
0,69,200,50,"single","male",11,13.185
0,65,122,51,"divorced","female",12,29.921
160000,73,170,49,"married","male",12,31.907
178000,73,220,51,"married","male",16,85.677
50000,72,140,52,"married","male",12,42.853
35880,63,135,49,"married","female",14,48.99
0,65,165,55,"divorced","female",12,12.58
12000,64,155,49,"separated","female",12,6.054
22000,64,125,48,"divorced","female",12,21.62
29000,70,180,53,"divorced","male",9,47.601
12000,63,165,51,"married","female",12,29.636
50000,70,185,49,"single","male",10,45.473
22000,64,185,55,"married","female",12,56.039
0,72,210,47,"divorced","male",11,26.507
0,62,180,55,"married","female",14,48.074
32000,71,189,50,"married","male",12,0.162
26000,73,242,51,"divorced","female",12,34.345
0,68,158,48,"divorced","female",12,29.666
55000,63,180,52,"married","female",16,37.489
27000,63,155,51,"married","female",12,39.633
39400,65,130,50,"married","female",14,64.088
37500,64,172,50,"married","female",12,61.264
25600,67,159,55,"married","male",12,46.741
68000,64,178,52,"married","female",12,29.716
31700,61,120,50,"single","female",12,64.673
50000,63,125,48,"married","female",10,46.125
57000,68,165,49,"divorced","male",12,35.796
46000,63,178,48,"divorced","female",14,31.716
63000,71,270,49,"married","male",12,26.982
2000,73,178,54,"married","male",12,87.588
50000,72,220,55,"married","male",11,11.506
50000,72,200,53,"single","male",16,77.376
34000,65,169,48,"married","female",16,67.935
38000,67,208,53,"single","male",18,98.198
93600,74,268,52,"married","male",20,73.884
7000,63,220,53,"married","female",13,31.492
60000,64,220,55,"married","female",18,99.527
0,67,160,54,"married","female",20,88.266
109000,74,200,54,"married","male",16,60.292
0,66,192,52,"separated","male",8,1.042
35000,66,208,50,"divorced","female",14,10.322
26000,67,153,49,"married","male",12,28.205
40000,73,225,52,"married","male",12,4.242
55000,62,106,50,"married","female",14,10.186
70000,71,250,52,"married","male",18,NA
26000,69,140,48,"divorced","male",12,34.301
26000,67,216,52,"separated","female",14,47.973
26000,67,181,49,"single","male",12,0
32000,63,218,48,"divorced","female",12,18.176
0,67,197,55,"married","male",12,3.039
16000,71,265,54,"divorced","male",12,8.282
31500,69,245,51,"married","male",16,51.958
0,65,212,50,"married","female",14,17.242
48000,73,225,48,"married","male",17,51.908
343830,69,195,54,"married","male",20,95.248
70000,62,160,52,"married","female",18,70.691
47000,70,240,49,"married","male",12,66.276
110000,62,135,47,"married","female",14,60.781
0,63,130,52,"divorced","female",16,45.766
0,70,140,51,"divorced","male",11,43.114
18000,74,250,48,"single","male",11,14.31
27000,72,212,48,"single","male",12,11.139
30000,67,240,48,"married","female",13,57.359
0,65,162,52,"single","female",16,57.191
22000,71,215,49,"divorced","male",12,15.565
0,74,155,48,"separated","male",12,11.829
40000,74,230,54,"divorced","male",12,2.358
45000,72,210,50,"married","male",12,8.54
52000,72,225,52,"divorced","male",12,NA
0,66,187,53,"widowed","male",12,NA
37000,66,150,51,"divorced","female",14,0.56
16000,65,200,50,"divorced","female",12,5.652
59000,74,210,54,"married","male",11,NA
0,72,150,51,"single","male",6,8.664
75000,64,168,49,"divorced","female",14,52.458
15000,64,230,49,"divorced","female",12,37.531
9000,63,175,48,"married","female",12,41.932
0,68,151,53,"married","female",13,87.143
0,70,150,56,"divorced","male",13,71.982
63000,75,250,55,"married","male",18,82.677
225,62,136,52,"divorced","female",14,56.276
35000,72,204,49,"married","male",13,66.907
0,63,160,52,"married","female",13,60.203
76000,71,230,51,"married","male",16,82.061
2000,65,140,55,"separated","female",14,52.113
343830,67,145,48,"divorced","female",16,84.949
0,70,155,52,"married","female",15,71.156
20000,73,182,54,"single","male",10,0.375
30000,71,150,51,"single","male",12,2.826
72000,76,210,54,"married","male",16,68.443
343830,73,170,55,"married","male",20,97.274
30000,70,200,56,"married","male",12,70.576
73000,65,185,55,"married","female",13,54.716
65000,62,121,50,"divorced","female",18,40.562
49820,72,165,49,"divorced","male",13,86.782
70000,64,120,55,"married","female",16,87.596
8000,62,220,53,"single","female",16,77.716
30000,70,175,54,"single","male",14,88.921
22000,70,145,53,"single","male",12,31.945
0,61,120,51,"divorced","female",11,3.828
0,62,100,49,"divorced","female",10,16.733
0,60,156,52,"married","female",6,5.319
65000,63,154,50,"married","female",13,87.858
70000,70,270,55,"widowed","female",19,76.766
0,65,180,53,"divorced","male",12,35.575
0,66,155,50,"divorced","male",12,58.345
89000,63,140,54,"married","female",18,48.816
0,68,168,53,"divorced","male",12,42.254
0,70,207,55,"married","male",13,42.212
48000,70,195,55,"separated","male",13,62.536
49000,70,205,54,"married","male",15,97.537
90000,68,190,52,"married","male",12,80.34
169000,62,130,49,"married","female",16,75.52
25000,69,150,54,"divorced","female",12,59.926
65000,72,220,51,"married","male",12,59.482
12918,69,205,52,"married","female",12,81.334
30000,64,200,52,"married","female",12,72.612
65000,63,155,55,"married","female",14,81.916
0,64,260,52,"divorced","female",12,NA
59000,66,200,52,"single","female",18,87.91
42000,71,235,48,"married","male",12,50.838
36000,67,260,50,"married","female",12,80.893
25265,62,NA,49,"married","female",11,64.357
42000,75,235,52,"married","male",12,33.268
0,66,160,50,"married","female",12,2.047
17000,62,130,50,"married","female",12,76.736
53000,71,181,51,"married","male",11,6.399
34000,60,154,53,"married","female",13,66.525
88000,65,185,53,"single","female",16,43.787
38000,72,227,53,"single","male",12,93.505
51000,59,250,51,"single","female",15,53.362
58000,68,204,49,"married","male",14,23.849
60000,65,240,52,"married","female",17,46.464
32000,63,207,54,"married","female",14,15.256
3000,62,210,51,"single","female",14,16.592
17680,68,226,52,"married","male",12,1.881
20000,61,164,48,"married","female",11,34.786
53000,69,175,50,"separated","male",13,27.209
53000,73,220,51,"married","male",12,63.781
52000,61,130,55,"married","female",16,13.41
15000,63,203,53,"single","female",13,26.336
25000,70,210,49,"divorced","male",11,33.51
70000,64,280,48,"divorced","female",18,50.725
28000,70,270,50,"single","male",11,21.42
35000,70,280,54,"married","male",12,19.578
60000,66,190,55,"married","male",12,7.667
1900,62,176,50,"married","male",9,9.453
26000,70,155,55,"married","male",12,22.463
36000,71,186,52,"divorced","male",12,19.202
14000,60,140,51,"married","female",14,9.829
10000,68,150,50,"single","male",12,8.196
0,59,NA,49,"single","female",14,78.726
0,66,200,48,"separated","male",16,94.684
60000,63,200,52,"divorced","female",14,88.815
32000,65,157,51,"married","female",14,62.391
343830,69,160,49,"single","male",16,81.271
21000,62,230,48,"married","female",15,30.303
49000,64,195,51,"married","female",14,60.797
0,65,135,54,"married","female",13,10.958
30000,64,189,53,"married","female",13,4.616
0,60,160,50,"separated","female",11,11.973
1000,59,168,49,"divorced","female",13,NA
40000,71,180,52,"married","male",14,38.958
45000,67,190,48,"divorced","male",12,5.254
0,66,170,49,"divorced","male",11,6.197
28000,59,115,53,"divorced","female",11,20.899
27000,65,130,49,"single","female",12,10.067
0,65,175,51,"separated","female",12,4.397
45000,73,290,49,"married","male",13,NA
80000,72,185,54,"married","male",16,84.959
0,71,210,49,"single","male",16,33.312
71000,64,250,50,"single","female",20,89.495
22000,61,130,54,"married","female",12,11.528
0,67,140,51,"single","male",12,2.911
9100,66,137,49,"married","male",11,6.58
0,59,210,52,"married","female",14,76.667
0,63,200,54,"married","female",8,2.188
10000,64,180,51,"single","female",16,29.937
0,63,220,50,"married","female",12,15.353
4500,64,110,48,"married","female",12,46.969
0,69,210,55,"divorced","male",12,36.101
0,60,130,54,"married","female",12,36.975
3000,68,132,51,"married","female",14,43.411
22000,66,220,52,"divorced","female",11,10.883
30000,63,250,54,"divorced","female",12,23.86
0,63,180,51,"married","female",14,0.257
32000,68,150,52,"married","male",12,NA
21000,65,205,53,"married","female",14,20.382
25000,65,170,50,"divorced","female",13,70.163
15800,64,116,54,"married","female",9,0
23000,65,210,52,"single","male",5,0.258
37000,66,162,54,"married","male",13,46.142
0,63,140,55,"divorced","female",10,0
0,62,160,55,"married","female",6,0
0,68,200,52,"married","female",13,11.163
0,65,150,55,"married","female",14,70.1
15000,66,175,52,"single","male",12,6.617
40000,68,180,51,"divorced","male",12,30.122
46000,65,186,54,"divorced","female",12,17.362
18000,63,156,54,"single","female",15,8.121
32500,62,209,53,"single","female",14,12.609
31000,61,115,53,"divorced","female",20,61.091
40000,71,155,55,"married","male",12,11.769
52000,62,130,49,"married","female",14,43.362
45000,68,245,51,"single","female",12,63.687
20000,66,136,53,"divorced","male",11,10.094
0,63,230,53,"divorced","female",12,32.883
14000,60,135,53,"divorced","female",12,23.472
0,62,195,54,"divorced","female",11,5.281
73168,69,205,50,"married","male",12,37.727
15000,70,195,48,"single","male",12,54.21
30000,66,115,49,"divorced","female",12,17.499
25000,66,215,51,"married","male",12,42.707
0,69,148,53,"single","male",16,17.877
7000,70,145,50,"married","male",12,1.159
0,70,188,56,"single","male",12,NA
16000,61,155,55,"separated","female",12,2.001
35000,69,190,49,"single","male",16,87.66
45000,70,190,53,"divorced","male",16,53.332
50000,64,174,51,"separated","female",14,44.171
24000,66,260,49,"divorced","female",14,54.778
0,60,128,52,"married","female",9,20.165
80000,62,158,54,"married","female",18,79.526
65000,68,155,52,"single","male",14,66.117
100000,65,180,51,"married","male",15,3.189
27000,64,258,48,"single","female",12,18.583
65000,72,280,49,"divorced","male",16,33.757
55000,66,197,52,"married","male",12,1.859
40000,69,186,53,"married","male",12,32.978
75000,62,127,49,"married","female",16,66.081
0,61,175,49,"married","female",8,65.4
30000,69,185,54,"married","male",12,NA
54000,67,175,50,"married","female",12,65.245
12000,59,118,52,"married","female",14,68.233
26500,68,229,55,"widowed","male",12,16.221
60000,68,174,51,"divorced","male",14,31.801
22000,65,210,49,"married","male",12,14.034
58000,63,172,54,"married","male",12,51.499
23000,65,168,55,"widowed","female",3,0
38000,68,170,54,"married","male",12,35.074
41000,67,200,52,"divorced","male",12,14.844
8000,69,179,51,"married","male",12,2.447
62000,64,165,48,"married","male",12,31.523
40000,68,190,55,"married","male",12,2.639
27000,65,183,53,"married","female",12,27.786
0,66,200,51,"separated","female",12,38.113
38000,68,175,54,"widowed","female",14,26.436
0,71,250,51,"single","male",18,68.716
0,65,165,48,"single","female",12,84.647
25000,66,205,51,"single","female",12,4.711
83000,67,285,49,"divorced","female",12,43.28
82000,66,149,48,"separated","male",15,32.347
65000,63,105,50,"divorced","female",13,39.897
0,69,188,53,"married","female",16,18.631
0,69,222,49,"single","male",12,5.588
0,68,200,55,"married","male",2,1.881
15000,65,200,53,"single","female",16,7.658
69000,69,155,49,"divorced","male",14,34.919
34000,65,230,50,"divorced","female",13,22.402
15000,65,145,50,"married","female",14,24.056
20000,70,185,52,"married","male",12,28.605
0,68,140,55,"married","female",12,1.798
45000,62,163,52,"divorced","female",16,19.327
0,69,196,52,"married","male",12,10.206
0,64,262,51,"single","female",12,41.107
343830,68,265,49,"married","male",12,23.944
60000,74,160,48,"single","male",12,7.757
82800,62,150,54,"divorced","female",12,9.436
0,73,300,50,"divorced","male",11,0.664
30000,62,150,48,"single","female",12,41.347
0,76,247,51,"single","male",12,NA
53000,71,237,49,"married","female",12,39.478
0,57,149,49,"married","female",10,9.984
0,67,165,50,"separated","male",14,33.971
0,70,210,51,"single","male",12,14.437
0,63,172,50,"married","female",16,4.865
21000,70,260,52,"single","male",12,0.576
0,65,NA,48,"single","female",12,9.776
78000,70,174,53,"married","male",12,68.328
30000,62,140,50,"single","female",12,40.42
11000,71,215,48,"married","male",16,48.824
39202,69,240,53,"separated","female",15,11.601
0,65,155,51,"single","male",9,10.859
0,63,170,49,"single","female",12,12.701
60000,67,170,54,"single","male",10,9.303
0,60,170,56,"married","female",6,NA
0,63,201,55,"divorced","female",12,4.774
0,61,200,50,"widowed","female",10,0.36
24322,65,180,55,"married","female",18,20.907
0,62,150,48,"separated","female",13,25.123
0,63,94,48,"separated","female",10,13.943
45000,67,185,50,"single","male",12,13.211
10000,74,205,50,"married","male",12,4.472
48000,71,193,48,"married","male",12,3.494
35000,62,175,48,"single","female",11,4.767
18000,60,178,50,"married","female",12,28.34
31000,70,182,55,"married","male",11,0.259
0,68,169,52,"single","female",12,10.763
15000,70,173,49,"married","male",11,7.852
48000,66,185,53,"married","female",14,11.298
42000,71,180,53,"single","male",17,87.384
0,67,150,50,"divorced","female",12,68.681
12000,75,230,51,"separated","male",10,2.744
0,67,300,53,"single","female",14,33.147
32000,70,235,52,"married","male",13,72.71
76000,71,200,49,"single","male",18,NA
115000,65,165,51,"divorced","female",18,47.671
0,68,205,50,"married","female",15,60.003
56000,70,254,50,"divorced","female",12,37.75
60000,70,180,48,"single","male",12,43.102
115000,66,200,49,"married","male",16,50.484
48000,70,245,49,"single","male",14,60.282
0,62,120,51,"single","male",11,5.045
23000,62,190,53,"married","female",14,NA
0,65,130,50,"single","male",11,11.922
0,68,180,54,"single","male",10,3.013
15000,63,200,54,"single","female",14,22.809
0,63,160,53,"married","female",11,1.379
28000,72,190,53,"married","male",14,37.721
30000,61,150,50,"separated","female",12,1.88
5500,61,181,49,"divorced","female",14,37.38
42200,65,237,50,"divorced","female",12,1.105
23000,65,191,51,"widowed","female",12,6.998
3000,77,215,49,"single","male",11,20.797
23500,71,206,49,"divorced","male",16,72.948
0,71,165,51,"single","male",12,66.979
0,70,169,52,"single","male",9,NA
26000,59,200,48,"single","female",9,19.856
22000,67,185,51,"married","male",14,0.618
12000,77,215,49,"single","male",16,38.153
15000,71,160,48,"married","male",12,10.933
0,65,127,51,"divorced","female",16,52.981
0,70,350,53,"single","male",12,58.138
29976,62,155,49,"married","female",18,78.769
30000,60,135,54,"divorced","female",14,13.225
38840,71,175,52,"divorced","male",12,58.666
35000,71,205,53,"divorced","male",9,51.912
35000,64,254,48,"divorced","female",12,31.352
111000,64,172,51,"divorced","female",14,22.631
0,70,152,53,"separated","female",12,2.047
10000,69,240,51,"married","male",12,0.487
85000,70,315,52,"married","male",12,34.386
31000,65,234,50,"married","female",13,18.881
21000,69,200,52,"divorced","male",12,0.581
6895,62,175,51,"divorced","female",12,6.055
20000,63,130,54,"divorced","female",16,22.841
50000,71,190,52,"married","male",16,15.649
0,69,240,49,"divorced","female",11,12.85
0,75,245,48,"married","male",10,32.364
40000,62,297,49,"separated","female",17,26.346
22000,67,170,51,"divorced","female",12,27.539
13000,65,180,52,"divorced","female",12,8.842
38000,65,195,50,"single","female",20,30.832
0,60,140,50,"married","female",18,11.038
6000,71,205,53,"single","male",9,1.742
0,61,190,50,"married","female",9,0.755
17000,61,130,55,"divorced","female",13,5.388
57213,62,195,53,"divorced","female",18,28.135
40000,64,NA,52,"separated","female",15,19.887
24000,60,205,52,"divorced","female",14,42.207
60000,66,175,51,"married","male",17,43.074
0,68,158,52,"single","male",12,21.13
0,67,165,53,"single","male",12,14.38
0,70,215,51,"married","male",17,7.404
12000,61,150,52,"separated","female",14,12.057
52000,66,220,48,"married","male",14,44.062
42000,63,165,52,"divorced","female",12,19.501
53000,62,130,55,"divorced","female",12,25.517
